Exibicoes,Musicas,Artistas,Column 4,origin_pattern,origin_url,createdAt,updatedAt,pingedAt
,Ouvir Dizer,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Paradise,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Peça Felicidade,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
11.507 exibições,Photograph,Um44k,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Quando Você Passa (Turu Turu),,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,RBD,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Reik,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Rihanna,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Sandy & Junior,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
3.531 exibições,Velha Infâcia,Sia,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
3.705 exibições,Talking To The Moon,Geovanna Jainy,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
4.634 exibições,Shape Of You,Jesse & Joy,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
4.899 exibições,Señorita (feat. Camila Cabello),Ariana Grande,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
8.434 exibições,Shallow (feat. Bradley Cooper),Justin Bieber,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
9.857 exibições,Perfect,Jão,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Shawn Mendes,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,She Will Be Loved,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Sia,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Solução,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Some Que Ele Vem Atrás (part. Marília Mendonça),,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
6.304 exibições,Someone You Loved,Beyoncé,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Stitches,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Tangerina,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Taylor Swift,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Temas de TV,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
4.859 exibições,Tempos Modernos,Camila Cabello,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
5.434 exibições,Thinking Out Loud,Hiosaki,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
7.944 exibições,The Scientist,One Direction,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Tiago Iorc,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Toda Forma de Amor,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
4.754 exibições,Tão Linda,Katy Perry,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Um Certo Alguém,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Um44k,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Vitão,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Viva La Vida,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Watermelon Sugar,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,We Are The World,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
6.467 exibições,When I Was Your Man,Lewis Capaldi,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,When The Party's Over,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,Whindersson Nunes,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
4.782 exibições,Yellow,Demi Lovato,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
,everything i wanted,,,https://www.cifraclub.com.br/mais-acessadas/pop/,https://www.cifraclub.com.br/mais-acessadas/pop/,2019-11-26 18:13:01,2019-11-26 18:13:01,2019-11-26 18:13:01
