Music,Chord,Key
 alceu valenca cordao do rio preto ,Bbm,C#
 alceu valenca cordao do rio preto ,Fm,C#
 alceu valenca cordao do rio preto ,Bbm,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca cordao do rio preto ,F#,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,Bbm,C#
 alceu valenca cordao do rio preto ,Fm,C#
 alceu valenca cordao do rio preto ,Bbm,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca cordao do rio preto ,F#,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca cordao do rio preto ,F#,C#
 alceu valenca cordao do rio preto ,G#,C#
 alceu valenca cordao do rio preto ,C#,C#
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca danca das borboletas ,G,C
 alceu valenca de corpo inteiro um berro dgua ,G,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,F,C
 alceu valenca de corpo inteiro um berro dgua ,Bb,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,F,C
 alceu valenca de corpo inteiro um berro dgua ,G,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,Am,C
 alceu valenca de corpo inteiro um berro dgua ,G,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,F,C
 alceu valenca de corpo inteiro um berro dgua ,Bb,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,F,C
 alceu valenca de corpo inteiro um berro dgua ,G,C
 alceu valenca de corpo inteiro um berro dgua ,C,C
 alceu valenca de corpo inteiro um berro dgua ,Am,C
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,G,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,G,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,G,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,G,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,D,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,C,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca dente de ocidente ,E,G
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E9,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,E4,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,G#m,E
 alceu valenca depois do amor ,A,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca depois do amor ,C#m,E
 alceu valenca depois do amor ,F#m,E
 alceu valenca depois do amor ,B7,E
 alceu valenca depois do amor ,E,E
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,D,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,D,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca descida da ladeira ,C,G
 alceu valenca descida da ladeira ,G7,G
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,Bm9/D,A
 alceu valenca desejo ,Bm/D,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,G#m11,A
 alceu valenca desejo ,F#m11,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,Bm9/D,A
 alceu valenca desejo ,Bm/D,A
 alceu valenca desejo ,Bm9/D,A
 alceu valenca desejo ,Bm/D,A
 alceu valenca desejo ,C#m7(9),A
 alceu valenca desejo ,F#4/C#,A
 alceu valenca desejo ,A7M,A
 alceu valenca desejo ,C#m9/A,A
 alceu valenca desejo ,A7M,A
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,E,B
 alceu valenca dia branco ,C#,B
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,E,B
 alceu valenca dia branco ,C#,B
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,B5,B
 alceu valenca dia branco ,F#5,B
 alceu valenca dia branco ,B5,B
 alceu valenca dia branco ,F#5,B
 alceu valenca dia branco ,B5,B
 alceu valenca dia branco ,F#5,B
 alceu valenca dia branco ,B5,B
 alceu valenca dia branco ,F#5,B
 alceu valenca dia branco ,B,B
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,B,B
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,B,B
 alceu valenca dia branco ,F#,B
 alceu valenca dia branco ,B,B
 alceu valenca dia branco ,C#,B
 alceu valenca dia branco ,F#5,B
 alceu valenca dolly ,A9,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,A9/F#,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,A9,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,A9/F#,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,A9,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,A9/F#,A
 alceu valenca dolly ,A9/F,A
 alceu valenca dolly ,F#m,A
 alceu valenca dolly ,C#m,A
 alceu valenca dolly ,F#m,A
 alceu valenca dolly ,C#m,A
 alceu valenca dolly ,D7,A
 alceu valenca dolly ,C#m,A
 alceu valenca dolly ,Bm,A
 alceu valenca dolly ,F#m,A
 alceu valenca dolly ,D7,A
 alceu valenca dolly ,C#m,A
 alceu valenca dolly ,Bm,A
 alceu valenca dolly ,E,A
 alceu valenca dolly ,A,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,D9,A
 alceu valenca dona de colinas ,A,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,D9,A
 alceu valenca dona de colinas ,A,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,D9,A
 alceu valenca dona de colinas ,A,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E7M/G#,A
 alceu valenca dona de colinas ,F#m11,A
 alceu valenca dona de colinas ,D9,A
 alceu valenca dona de colinas ,A,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca dona de colinas ,E5,A
 alceu valenca dona de colinas ,Bm9/D,A
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,Bm,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,Bb,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,C#m,D
 alceu valenca erosao ,C#m,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,B,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca espelho cristalino ,G,D
 alceu valenca espelho cristalino ,D,D
 alceu valenca espelho cristalino ,A,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,C#m,D
 alceu valenca estacao da luz ,D,D
 alceu valenca estacao da luz ,F#m,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,D,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,C#m,D
 alceu valenca estacao da luz ,D,D
 alceu valenca estacao da luz ,F#m,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,D,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,D/F#,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,D/F#,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,F#m,D
 alceu valenca estacao da luz ,Bm,D
 alceu valenca estacao da luz ,F#m,D
 alceu valenca estacao da luz ,A,D
 alceu valenca estacao da luz ,D,D
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,E7,G
 alceu valenca eu quero dizer que eu sou ruim ,Am,G
 alceu valenca eu quero dizer que eu sou ruim ,D7,G
 alceu valenca eu quero dizer que eu sou ruim ,G,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,E7,G
 alceu valenca eu quero dizer que eu sou ruim ,Am,G
 alceu valenca eu quero dizer que eu sou ruim ,D7,G
 alceu valenca eu quero dizer que eu sou ruim ,G,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,E7,G
 alceu valenca eu quero dizer que eu sou ruim ,Am,G
 alceu valenca eu quero dizer que eu sou ruim ,D7,G
 alceu valenca eu quero dizer que eu sou ruim ,G,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu quero dizer que eu sou ruim ,E7,G
 alceu valenca eu quero dizer que eu sou ruim ,Am,G
 alceu valenca eu quero dizer que eu sou ruim ,D7,G
 alceu valenca eu quero dizer que eu sou ruim ,G,G
 alceu valenca eu quero dizer que eu sou ruim ,F#m7(b5),G
 alceu valenca eu quero dizer que eu sou ruim ,B7,G
 alceu valenca eu quero dizer que eu sou ruim ,Em,G
 alceu valenca eu sou voce ,G,G
 alceu valenca eu sou voce ,F#m,G
 alceu valenca eu sou voce ,G,G
 alceu valenca eu sou voce ,F#m,G
 alceu valenca eu sou voce ,G,G
 alceu valenca eu sou voce ,A,G
 alceu valenca eu sou voce ,G,G
 alceu valenca eu sou voce ,F#m,G
 alceu valenca eu sou voce ,C,G
 alceu valenca eu sou voce ,Bb,G
